payment_id,case_id,county_code,county,payment_date,payment_type,amount,obligation_id
P0000379,C00068,004,Johnston,2026-07-18,ARREARS,150.0,
P0000380,C00068,004,Johnston,2026-08-24,CURRENT,148.85,O0000204
P0000381,C00068,004,Johnston,2026-08-17,CURRENT,37.99,O0000204
P0000382,C00068,004,Johnston,2026-08-10,CURRENT,415.61,O0000204
P0000383,C00069,005,Chatham,2026-06-03,CURRENT,556.27,O0000205
P0000384,C00069,005,Chatham,2026-07-03,CURRENT,153.24,O0000206
P0000385,C00069,005,Chatham,2026-07-13,CURRENT,467.75,O0000206
P0000386,C00069,005,Chatham,2026-08-15,CURRENT,575.48,O0000207
P0000387,C00070,006,Alamance,2026-06-24,CURRENT,149.8,O0000208
P0000388,C00070,006,Alamance,2026-06-21,CURRENT,388.37,O0000208
P0000389,C00070,006,Alamance,2026-07-13,CURRENT,564.62,O0000209
P0000390,C00070,006,Alamance,2026-08-03,CURRENT,547.93,O0000210
P0000391,C00070,006,Alamance,2026-08-17,ARREARS,100.0,
P0000392,C00071,007,Cumberland,2026-06-16,CURRENT,371.86,O0000211
P0000393,C00071,007,Cumberland,2026-07-07,CURRENT,182.36,O0000212
P0000394,C00071,007,Cumberland,2026-07-04,CURRENT,91.92,O0000212
P0000395,C00071,007,Cumberland,2026-07-23,CURRENT,78.67,O0000212
P0000396,C00071,007,Cumberland,2026-08-13,CURRENT,87.02,O0000213
P0000397,C00071,007,Cumberland,2026-08-25,CURRENT,283.65,O0000213
P0000398,C00072,008,Guilford,2026-06-23,CURRENT,114.29,O0000214
P0000399,C00072,008,Guilford,2026-06-03,CURRENT,357.41,O0000214
P0000400,C00072,008,Guilford,2026-06-25,CURRENT,18.69,O0000214
P0000401,C00072,008,Guilford,2026-06-12,ARREARS,100.0,
P0000402,C00072,008,Guilford,2026-07-10,CURRENT,78.76,O0000215
P0000403,C00072,008,Guilford,2026-07-11,CURRENT,76.49,O0000215
P0000404,C00072,008,Guilford,2026-07-09,CURRENT,373.61,O0000215
P0000405,C00072,008,Guilford,2026-08-05,CURRENT,111.54,O0000216
P0000406,C00072,008,Guilford,2026-08-23,CURRENT,454.57,O0000216
P0000407,C00073,001,Wake,2026-06-18,CURRENT,37.9,O0000217
P0000408,C00073,001,Wake,2026-06-05,CURRENT,331.33,O0000217
P0000409,C00073,001,Wake,2026-06-13,CURRENT,130.1,O0000217
P0000410,C00073,001,Wake,2026-07-26,CURRENT,429.45,O0000218
P0000411,C00073,001,Wake,2026-07-16,ARREARS,75.0,
P0000412,C00073,001,Wake,2026-08-06,CURRENT,69.63,O0000219
P0000413,C00073,001,Wake,2026-08-28,CURRENT,353.33,O0000219
P0000414,C00073,001,Wake,2026-08-17,CURRENT,3.68,O0000219
P0000415,C00074,002,Durham,2026-06-25,CURRENT,362.97,O0000220
P0000416,C00074,002,Durham,2026-06-08,CURRENT,133.0,O0000220
P0000417,C00074,002,Durham,2026-07-04,CURRENT,200.15,O0000221
P0000418,C00074,002,Durham,2026-07-01,CURRENT,317.91,O0000221
P0000419,C00074,002,Durham,2026-07-17,ARREARS,100.0,
P0000420,C00074,002,Durham,2026-08-17,CURRENT,547.61,O0000222
P0000421,C00075,003,Orange,2026-06-19,CURRENT,153.79,O0000223
P0000422,C00075,003,Orange,2026-06-18,CURRENT,376.1,O0000223
P0000423,C00075,003,Orange,2026-07-02,CURRENT,584.48,O0000224
P0000424,C00075,003,Orange,2026-08-13,CURRENT,252.88,O0000225
P0000425,C00075,003,Orange,2026-08-22,CURRENT,317.01,O0000225
P0000426,C00076,004,Johnston,2026-06-05,CURRENT,304.69,O0000226
P0000427,C00076,004,Johnston,2026-06-05,CURRENT,215.74,O0000226
P0000428,C00076,004,Johnston,2026-07-24,CURRENT,307.13,O0000227
P0000429,C00076,004,Johnston,2026-07-28,CURRENT,192.77,O0000227
P0000430,C00076,004,Johnston,2026-08-06,CURRENT,152.09,O0000228
P0000431,C00076,004,Johnston,2026-08-12,CURRENT,21.03,O0000228
P0000432,C00076,004,Johnston,2026-08-19,CURRENT,278.59,O0000228
P0000433,C00077,005,Chatham,2026-06-13,CURRENT,327.3,O0000229
P0000434,C00077,005,Chatham,2026-07-28,CURRENT,13.17,O0000230
P0000435,C00077,005,Chatham,2026-07-09,CURRENT,276.3,O0000230
P0000436,C00077,005,Chatham,2026-08-03,CURRENT,335.29,O0000231
P0000437,C00078,006,Alamance,2026-06-08,CURRENT,588.62,O0000232
P0000438,C00078,006,Alamance,2026-07-27,CURRENT,544.51,O0000233
P0000439,C00078,006,Alamance,2026-07-18,CURRENT,16.33,O0000233
P0000440,C00078,006,Alamance,2026-08-18,CURRENT,560.63,O0000234
P0000441,C00079,007,Cumberland,2026-06-13,CURRENT,40.06,O0000235
P0000442,C00079,007,Cumberland,2026-06-16,CURRENT,511.73,O0000235
P0000443,C00079,007,Cumberland,2026-06-21,ARREARS,75.0,
P0000444,C00079,007,Cumberland,2026-07-19,CURRENT,538.5,O0000236
P0000445,C00079,007,Cumberland,2026-08-11,CURRENT,490.14,O0000237
P0000446,C00080,008,Guilford,2026-06-10,CURRENT,199.92,O0000238
P0000447,C00080,008,Guilford,2026-06-12,CURRENT,160.4,O0000238
P0000448,C00080,008,Guilford,2026-06-25,CURRENT,1.1,O0000238
P0000449,C00080,008,Guilford,2026-07-27,CURRENT,349.89,O0000239
P0000450,C00080,008,Guilford,2026-08-27,CURRENT,288.21,O0000240
P0000451,C00080,008,Guilford,2026-08-10,CURRENT,90.82,O0000240
P0000452,C00080,008,Guilford,2026-08-18,ARREARS,50.0,
P0000453,C00081,001,Wake,2026-06-07,CURRENT,591.8,O0000241
P0000454,C00081,001,Wake,2026-06-08,ARREARS,125.0,
P0000455,C00081,001,Wake,2026-07-07,CURRENT,515.96,O0000242
P0000456,C00081,001,Wake,2026-07-10,CURRENT,74.41,O0000242
P0000457,C00081,001,Wake,2026-07-11,CURRENT,55.24,O0000242
P0000458,C00081,001,Wake,2026-08-10,CURRENT,600.53,O0000243
P0000459,C00082,002,Durham,2026-06-01,CURRENT,519.89,O0000244
P0000460,C00082,002,Durham,2026-06-03,ARREARS,150.0,
P0000461,C00082,002,Durham,2026-07-22,CURRENT,510.45,O0000245
P0000462,C00082,002,Durham,2026-08-16,CURRENT,511.41,O0000246
P0000463,C00083,003,Orange,2026-06-09,CURRENT,421.65,O0000247
P0000464,C00083,003,Orange,2026-07-18,CURRENT,307.05,O0000248
P0000465,C00083,003,Orange,2026-07-15,CURRENT,79.66,O0000248
P0000466,C00083,003,Orange,2026-08-25,CURRENT,260.52,O0000249
P0000467,C00083,003,Orange,2026-08-16,CURRENT,163.22,O0000249
P0000468,C00084,004,Johnston,2026-06-27,CURRENT,94.96,O0000250
P0000469,C00084,004,Johnston,2026-06-26,CURRENT,125.73,O0000250
P0000470,C00084,004,Johnston,2026-06-04,CURRENT,268.4,O0000250
P0000471,C00084,004,Johnston,2026-07-19,CURRENT,294.66,O0000251
P0000472,C00084,004,Johnston,2026-07-08,CURRENT,221.76,O0000251
P0000473,C00084,004,Johnston,2026-08-03,CURRENT,495.86,O0000252
P0000474,C00084,004,Johnston,2026-08-07,ARREARS,125.0,
P0000475,C00085,005,Chatham,2026-06-18,CURRENT,534.27,O0000253
P0000476,C00085,005,Chatham,2026-06-25,ARREARS,75.0,
P0000477,C00085,005,Chatham,2026-07-26,CURRENT,250.79,O0000254
P0000478,C00085,005,Chatham,2026-07-04,CURRENT,5.06,O0000254
P0000479,C00085,005,Chatham,2026-07-14,CURRENT,188.52,O0000254
P0000480,C00085,005,Chatham,2026-07-03,ARREARS,125.0,
P0000481,C00085,005,Chatham,2026-08-02,CURRENT,426.3,O0000255
P0000482,C00085,005,Chatham,2026-08-02,CURRENT,100.07,O0000255
P0000483,C00085,005,Chatham,2026-08-13,ARREARS,150.0,
P0000484,C00086,006,Alamance,2026-06-17,CURRENT,351.13,O0000256
P0000485,C00086,006,Alamance,2026-07-07,CURRENT,196.94,O0000257
P0000486,C00086,006,Alamance,2026-07-26,CURRENT,99.57,O0000257
P0000487,C00086,006,Alamance,2026-08-24,CURRENT,315.55,O0000258
P0000488,C00087,007,Cumberland,2026-06-14,CURRENT,276.95,O0000259
P0000489,C00087,007,Cumberland,2026-06-05,ARREARS,75.0,
P0000490,C00087,007,Cumberland,2026-07-21,CURRENT,80.12,O0000260
P0000491,C00087,007,Cumberland,2026-07-23,CURRENT,30.96,O0000260
P0000492,C00087,007,Cumberland,2026-07-02,CURRENT,147.37,O0000260
P0000493,C00087,007,Cumberland,2026-07-18,ARREARS,50.0,
P0000494,C00087,007,Cumberland,2026-08-01,CURRENT,271.17,O0000261
P0000495,C00088,008,Guilford,2026-06-14,CURRENT,157.33,O0000262
P0000496,C00088,008,Guilford,2026-06-13,CURRENT,380.62,O0000262
P0000497,C00088,008,Guilford,2026-06-11,ARREARS,125.0,
P0000498,C00088,008,Guilford,2026-07-23,CURRENT,388.62,O0000263
P0000499,C00088,008,Guilford,2026-07-09,CURRENT,104.44,O0000263
P0000500,C00088,008,Guilford,2026-08-25,CURRENT,239.04,O0000264
P0000501,C00088,008,Guilford,2026-08-19,CURRENT,135.73,O0000264
P0000502,C00088,008,Guilford,2026-08-21,CURRENT,172.06,O0000264
P0000503,C00089,001,Wake,2026-06-03,CURRENT,55.97,O0000265
P0000504,C00089,001,Wake,2026-06-25,CURRENT,538.22,O0000265
P0000505,C00089,001,Wake,2026-07-01,CURRENT,617.21,O0000266
P0000506,C00089,001,Wake,2026-07-25,ARREARS,100.0,
P0000507,C00089,001,Wake,2026-08-25,CURRENT,611.81,O0000267
P0000508,C00089,001,Wake,2026-08-24,ARREARS,125.0,
P0000509,C00090,002,Durham,2026-06-03,CURRENT,103.07,O0000268
P0000510,C00090,002,Durham,2026-06-23,CURRENT,192.91,O0000268
P0000511,C00090,002,Durham,2026-06-18,CURRENT,60.35,O0000268
P0000512,C00090,002,Durham,2026-07-01,CURRENT,132.99,O0000269
P0000513,C00090,002,Durham,2026-07-01,CURRENT,201.82,O0000269
P0000514,C00090,002,Durham,2026-08-17,CURRENT,376.11,O0000270
P0000515,C00091,003,Orange,2026-06-11,CURRENT,168.84,O0000271
P0000516,C00091,003,Orange,2026-06-15,CURRENT,337.82,O0000271
P0000517,C00091,003,Orange,2026-07-02,CURRENT,435.57,O0000272
P0000518,C00091,003,Orange,2026-07-24,CURRENT,48.9,O0000272
P0000519,C00091,003,Orange,2026-08-16,CURRENT,66.46,O0000273
P0000520,C00091,003,Orange,2026-08-05,CURRENT,255.02,O0000273
P0000521,C00091,003,Orange,2026-08-07,CURRENT,178.68,O0000273
P0000522,C00091,003,Orange,2026-08-20,ARREARS,50.0,
P0000523,C00092,004,Johnston,2026-06-13,CURRENT,441.64,O0000274
P0000524,C00092,004,Johnston,2026-06-12,ARREARS,75.0,
P0000525,C00092,004,Johnston,2026-07-12,CURRENT,510.4,O0000275
P0000526,C00092,004,Johnston,2026-07-07,ARREARS,125.0,
P0000527,C00092,004,Johnston,2026-08-19,CURRENT,527.06,O0000276
P0000528,C00092,004,Johnston,2026-08-04,ARREARS,150.0,
P0000529,C00093,005,Chatham,2026-06-08,CURRENT,158.42,O0000277
P0000530,C00093,005,Chatham,2026-06-06,CURRENT,282.28,O0000277
P0000531,C00093,005,Chatham,2026-07-01,CURRENT,410.64,O0000278
P0000532,C00093,005,Chatham,2026-07-13,CURRENT,62.55,O0000278
P0000533,C00093,005,Chatham,2026-08-10,CURRENT,387.85,O0000279
P0000534,C00093,005,Chatham,2026-08-08,CURRENT,40.13,O0000279
P0000535,C00094,006,Alamance,2026-06-08,CURRENT,84.4,O0000280
P0000536,C00094,006,Alamance,2026-06-08,CURRENT,9.59,O0000280
P0000537,C00094,006,Alamance,2026-06-13,CURRENT,382.8,O0000280
P0000538,C00094,006,Alamance,2026-06-18,ARREARS,75.0,
P0000539,C00094,006,Alamance,2026-07-02,CURRENT,341.84,O0000281
P0000540,C00094,006,Alamance,2026-07-19,CURRENT,65.05,O0000281
P0000541,C00094,006,Alamance,2026-08-04,CURRENT,17.05,O0000282
P0000542,C00094,006,Alamance,2026-08-24,CURRENT,453.09,O0000282
P0000543,C00095,007,Cumberland,2026-06-01,CURRENT,126.98,O0000283
P0000544,C00095,007,Cumberland,2026-06-28,CURRENT,331.62,O0000283
P0000545,C00095,007,Cumberland,2026-07-01,CURRENT,49.98,O0000284
P0000546,C00095,007,Cumberland,2026-07-06,CURRENT,211.57,O0000284
P0000547,C00095,007,Cumberland,2026-07-19,CURRENT,123.71,O0000284
P0000548,C00095,007,Cumberland,2026-08-27,CURRENT,12.62,O0000285
P0000549,C00095,007,Cumberland,2026-08-06,CURRENT,156.36,O0000285
P0000550,C00095,007,Cumberland,2026-08-25,CURRENT,288.81,O0000285
P0000551,C00096,008,Guilford,2026-06-03,CURRENT,624.55,O0000286
P0000552,C00096,008,Guilford,2026-07-19,CURRENT,93.03,O0000287
P0000553,C00096,008,Guilford,2026-07-27,CURRENT,542.19,O0000287
P0000554,C00096,008,Guilford,2026-07-25,CURRENT,7.37,O0000287
P0000555,C00096,008,Guilford,2026-08-17,CURRENT,598.74,O0000288
P0000556,C00096,008,Guilford,2026-08-26,CURRENT,52.87,O0000288
P0000557,C00096,008,Guilford,2026-08-04,ARREARS,150.0,
P0000558,C00097,001,Wake,2026-06-20,CURRENT,455.74,O0000289
P0000559,C00097,001,Wake,2026-07-28,CURRENT,213.43,O0000290
P0000560,C00097,001,Wake,2026-07-20,CURRENT,255.9,O0000290
P0000561,C00097,001,Wake,2026-08-13,CURRENT,470.13,O0000291
P0000562,C00098,002,Durham,2026-06-09,CURRENT,545.0,O0000292
P0000563,C00098,002,Durham,2026-06-25,ARREARS,75.0,
P0000564,C00098,002,Durham,2026-07-22,CURRENT,207.23,O0000293
P0000565,C00098,002,Durham,2026-07-26,CURRENT,134.6,O0000293
P0000566,C00098,002,Durham,2026-07-06,CURRENT,225.66,O0000293
P0000567,C00098,002,Durham,2026-08-14,CURRENT,484.14,O0000294
P0000568,C00099,003,Orange,2026-06-13,CURRENT,191.0,O0000295
P0000569,C00099,003,Orange,2026-06-09,CURRENT,196.32,O0000295
P0000570,C00099,003,Orange,2026-07-01,CURRENT,179.4,O0000296
P0000571,C00099,003,Orange,2026-07-12,CURRENT,195.62,O0000296
P0000572,C00099,003,Orange,2026-07-08,CURRENT,8.98,O0000296
P0000573,C00099,003,Orange,2026-08-07,CURRENT,405.57,O0000297
P0000574,C00100,004,Johnston,2026-06-14,CURRENT,190.56,O0000298
P0000575,C00100,004,Johnston,2026-06-20,CURRENT,377.24,O0000298
P0000576,C00100,004,Johnston,2026-07-21,CURRENT,79.12,O0000299
P0000577,C00100,004,Johnston,2026-07-27,CURRENT,448.12,O0000299
P0000578,C00100,004,Johnston,2026-08-17,CURRENT,389.51,O0000300
P0000579,C00100,004,Johnston,2026-08-08,CURRENT,142.02,O0000300
P0000580,C00101,005,Chatham,2026-06-08,CURRENT,451.82,O0000301
P0000581,C00101,005,Chatham,2026-06-24,ARREARS,100.0,
P0000582,C00101,005,Chatham,2026-07-10,CURRENT,31.35,O0000302
P0000583,C00101,005,Chatham,2026-07-16,CURRENT,39.75,O0000302
P0000584,C00101,005,Chatham,2026-07-07,CURRENT,392.62,O0000302
P0000585,C00101,005,Chatham,2026-08-16,CURRENT,446.69,O0000303
P0000586,C00102,006,Alamance,2026-06-02,CURRENT,103.66,O0000304
P0000587,C00102,006,Alamance,2026-06-15,CURRENT,447.02,O0000304
P0000588,C00102,006,Alamance,2026-07-20,CURRENT,618.72,O0000305
P0000589,C00102,006,Alamance,2026-08-13,CURRENT,536.67,O0000306
P0000590,C00102,006,Alamance,2026-08-15,CURRENT,62.48,O0000306
P0000591,C00103,007,Cumberland,2026-06-27,CURRENT,4.56,O0000307
P0000592,C00103,007,Cumberland,2026-06-05,CURRENT,68.49,O0000307
P0000593,C00103,007,Cumberland,2026-06-21,CURRENT,374.1,O0000307
P0000594,C00103,007,Cumberland,2026-06-12,ARREARS,100.0,
P0000595,C00103,007,Cumberland,2026-07-20,CURRENT,292.09,O0000308
P0000596,C00103,007,Cumberland,2026-07-09,CURRENT,210.36,O0000308
P0000597,C00103,007,Cumberland,2026-08-01,CURRENT,309.23,O0000309
P0000598,C00103,007,Cumberland,2026-08-23,CURRENT,170.75,O0000309
P0000599,C00103,007,Cumberland,2026-08-19,CURRENT,2.63,O0000309
P0000600,C00104,008,Guilford,2026-06-05,CURRENT,576.62,O0000310
P0000601,C00104,008,Guilford,2026-07-20,CURRENT,523.18,O0000311
P0000602,C00104,008,Guilford,2026-08-08,CURRENT,578.26,O0000312
P0000603,C00105,001,Wake,2026-06-12,CURRENT,72.62,O0000313
P0000604,C00105,001,Wake,2026-06-13,CURRENT,201.19,O0000313
P0000605,C00105,001,Wake,2026-06-21,ARREARS,75.0,
P0000606,C00105,001,Wake,2026-07-25,CURRENT,281.9,O0000314
P0000607,C00105,001,Wake,2026-07-15,CURRENT,14.75,O0000314
P0000608,C00105,001,Wake,2026-07-26,ARREARS,75.0,
P0000609,C00105,001,Wake,2026-08-06,CURRENT,306.8,O0000315
P0000610,C00106,002,Durham,2026-06-20,CURRENT,411.41,O0000316
P0000611,C00106,002,Durham,2026-07-21,CURRENT,373.19,O0000317
P0000612,C00106,002,Durham,2026-07-24,CURRENT,11.67,O0000317
P0000613,C00106,002,Durham,2026-07-01,CURRENT,42.49,O0000317
P0000614,C00106,002,Durham,2026-08-08,CURRENT,372.08,O0000318
P0000615,C00107,003,Orange,2026-06-24,CURRENT,60.24,O0000319
P0000616,C00107,003,Orange,2026-06-28,CURRENT,246.14,O0000319
P0000617,C00107,003,Orange,2026-06-13,CURRENT,86.5,O0000319
P0000618,C00107,003,Orange,2026-07-06,CURRENT,430.08,O0000320
P0000619,C00107,003,Orange,2026-08-25,CURRENT,431.68,O0000321
P0000620,C00108,004,Johnston,2026-06-11,CURRENT,641.86,O0000322
P0000621,C00108,004,Johnston,2026-07-12,CURRENT,135.37,O0000323
P0000622,C00108,004,Johnston,2026-07-26,CURRENT,516.26,O0000323
P0000623,C00108,004,Johnston,2026-08-08,CURRENT,120.97,O0000324
P0000624,C00108,004,Johnston,2026-08-04,CURRENT,466.87,O0000324
P0000625,C00108,004,Johnston,2026-08-12,CURRENT,18.22,O0000324
P0000626,C00109,005,Chatham,2026-06-25,CURRENT,89.2,O0000325
P0000627,C00109,005,Chatham,2026-06-18,CURRENT,179.14,O0000325
P0000628,C00109,005,Chatham,2026-06-02,CURRENT,63.66,O0000325
P0000629,C00109,005,Chatham,2026-06-22,ARREARS,150.0,
P0000630,C00109,005,Chatham,2026-07-18,CURRENT,119.73,O0000326
P0000631,C00109,005,Chatham,2026-07-02,CURRENT,200.88,O0000326
P0000632,C00109,005,Chatham,2026-08-28,CURRENT,25.94,O0000327
P0000633,C00109,005,Chatham,2026-08-11,CURRENT,58.88,O0000327
P0000634,C00109,005,Chatham,2026-08-15,CURRENT,191.47,O0000327
P0000635,C00110,006,Alamance,2026-06-04,CURRENT,338.67,O0000328
P0000636,C00110,006,Alamance,2026-07-19,CURRENT,80.1,O0000329
P0000637,C00110,006,Alamance,2026-07-06,CURRENT,121.35,O0000329
P0000638,C00110,006,Alamance,2026-07-18,CURRENT,130.67,O0000329
P0000639,C00110,006,Alamance,2026-08-15,CURRENT,148.07,O0000330
P0000640,C00110,006,Alamance,2026-08-10,CURRENT,212.11,O0000330
P0000641,C00111,007,Cumberland,2026-06-27,CURRENT,176.45,O0000331
P0000642,C00111,007,Cumberland,2026-06-22,CURRENT,112.77,O0000331
P0000643,C00111,007,Cumberland,2026-07-16,CURRENT,36.21,O0000332
P0000644,C00111,007,Cumberland,2026-07-01,CURRENT,74.83,O0000332
P0000645,C00111,007,Cumberland,2026-07-28,CURRENT,190.57,O0000332
P0000646,C00111,007,Cumberland,2026-08-25,CURRENT,333.33,O0000333
P0000647,C00111,007,Cumberland,2026-08-13,ARREARS,100.0,
P0000648,C00112,008,Guilford,2026-06-27,CURRENT,332.01,O0000334
P0000649,C00112,008,Guilford,2026-07-09,CURRENT,316.36,O0000335
P0000650,C00112,008,Guilford,2026-08-05,CURRENT,232.29,O0000336
P0000651,C00112,008,Guilford,2026-08-22,CURRENT,99.12,O0000336
P0000652,C00113,001,Wake,2026-06-14,CURRENT,624.49,O0000337
P0000653,C00113,001,Wake,2026-07-20,CURRENT,142.76,O0000338
P0000654,C00113,001,Wake,2026-07-01,CURRENT,480.54,O0000338
P0000655,C00113,001,Wake,2026-08-07,CURRENT,536.23,O0000339
P0000656,C00113,001,Wake,2026-08-12,CURRENT,89.28,O0000339
P0000657,C00113,001,Wake,2026-08-17,CURRENT,23.46,O0000339
P0000658,C00114,002,Durham,2026-06-01,CURRENT,653.07,O0000340
P0000659,C00114,002,Durham,2026-07-25,CURRENT,642.54,O0000341
P0000660,C00114,002,Durham,2026-08-21,CURRENT,572.95,O0000342
P0000661,C00115,003,Orange,2026-06-06,CURRENT,51.44,O0000343
P0000662,C00115,003,Orange,2026-06-02,CURRENT,414.77,O0000343
P0000663,C00115,003,Orange,2026-07-26,CURRENT,341.91,O0000344
P0000664,C00115,003,Orange,2026-07-14,CURRENT,115.32,O0000344
P0000665,C00115,003,Orange,2026-07-10,ARREARS,100.0,
P0000666,C00115,003,Orange,2026-08-23,CURRENT,390.42,O0000345
P0000667,C00115,003,Orange,2026-08-08,CURRENT,29.84,O0000345
P0000668,C00116,004,Johnston,2026-06-21,CURRENT,312.15,O0000346
P0000669,C00116,004,Johnston,2026-06-23,CURRENT,402.9,O0000346
P0000670,C00116,004,Johnston,2026-07-24,CURRENT,619.37,O0000347
P0000671,C00116,004,Johnston,2026-08-11,CURRENT,581.45,O0000348
P0000672,C00116,004,Johnston,2026-08-13,CURRENT,93.74,O0000348
P0000673,C00117,005,Chatham,2026-06-25,CURRENT,404.43,O0000349
P0000674,C00117,005,Chatham,2026-07-09,CURRENT,437.36,O0000350
P0000675,C00117,005,Chatham,2026-07-18,CURRENT,5.39,O0000350
P0000676,C00117,005,Chatham,2026-08-07,CURRENT,383.26,O0000351
P0000677,C00118,006,Alamance,2026-06-20,CURRENT,141.74,O0000352
P0000678,C00118,006,Alamance,2026-06-17,CURRENT,27.03,O0000352
P0000679,C00118,006,Alamance,2026-06-13,CURRENT,437.52,O0000352
P0000680,C00118,006,Alamance,2026-07-19,CURRENT,658.09,O0000353
P0000681,C00118,006,Alamance,2026-08-24,CURRENT,634.73,O0000354
P0000682,C00119,007,Cumberland,2026-06-21,CURRENT,8.67,O0000355
P0000683,C00119,007,Cumberland,2026-06-21,CURRENT,407.18,O0000355
P0000684,C00119,007,Cumberland,2026-07-18,CURRENT,395.12,O0000356
P0000685,C00119,007,Cumberland,2026-08-10,CURRENT,385.07,O0000357
P0000686,C00120,008,Guilford,2026-06-08,CURRENT,275.8,O0000358
P0000687,C00120,008,Guilford,2026-06-01,CURRENT,32.04,O0000358
P0000688,C00120,008,Guilford,2026-06-16,CURRENT,20.2,O0000358
P0000689,C00120,008,Guilford,2026-07-17,CURRENT,330.26,O0000359
P0000690,C00120,008,Guilford,2026-07-05,ARREARS,50.0,
P0000691,C00120,008,Guilford,2026-08-27,CURRENT,117.43,O0000360
P0000692,C00120,008,Guilford,2026-08-02,CURRENT,206.79,O0000360
P0000693,C00121,001,Wake,2026-06-26,CURRENT,140.42,O0000361
P0000694,C00121,001,Wake,2026-06-02,CURRENT,60.71,O0000361
P0000695,C00121,001,Wake,2026-06-21,CURRENT,134.02,O0000361
P0000696,C00121,001,Wake,2026-07-16,CURRENT,326.72,O0000362
P0000697,C00121,001,Wake,2026-08-15,CURRENT,261.81,O0000363
P0000698,C00121,001,Wake,2026-08-06,CURRENT,101.27,O0000363
P0000699,C00121,001,Wake,2026-08-16,ARREARS,100.0,
P0000700,C00122,002,Durham,2026-06-21,CURRENT,492.03,O0000364
P0000701,C00122,002,Durham,2026-06-21,CURRENT,57.33,O0000364
P0000702,C00122,002,Durham,2026-07-06,CURRENT,492.46,O0000365
P0000703,C00122,002,Durham,2026-07-06,CURRENT,46.76,O0000365
P0000704,C00122,002,Durham,2026-08-16,CURRENT,570.42,O0000366
P0000705,C00122,002,Durham,2026-08-08,ARREARS,100.0,
P0000706,C00123,003,Orange,2026-06-24,CURRENT,487.82,O0000367
P0000707,C00123,003,Orange,2026-07-14,CURRENT,98.74,O0000368
P0000708,C00123,003,Orange,2026-07-05,CURRENT,359.39,O0000368
P0000709,C00123,003,Orange,2026-07-21,CURRENT,17.29,O0000368
P0000710,C00123,003,Orange,2026-08-11,CURRENT,211.49,O0000369
P0000711,C00123,003,Orange,2026-08-06,CURRENT,328.67,O0000369
P0000712,C00123,003,Orange,2026-08-13,ARREARS,125.0,
P0000713,C00124,004,Johnston,2026-06-20,CURRENT,421.96,O0000370
P0000714,C00124,004,Johnston,2026-07-28,CURRENT,208.57,O0000371
P0000715,C00124,004,Johnston,2026-07-24,CURRENT,5.74,O0000371
P0000716,C00124,004,Johnston,2026-07-26,CURRENT,146.86,O0000371
P0000717,C00124,004,Johnston,2026-08-09,CURRENT,375.61,O0000372
P0000718,C00125,005,Chatham,2026-06-05,CURRENT,569.33,O0000373
P0000719,C00125,005,Chatham,2026-07-05,CURRENT,516.99,O0000374
P0000720,C00125,005,Chatham,2026-08-13,CURRENT,301.77,O0000375
P0000721,C00125,005,Chatham,2026-08-22,CURRENT,220.55,O0000375
P0000722,C00126,006,Alamance,2026-06-03,CURRENT,369.19,O0000376
P0000723,C00126,006,Alamance,2026-06-12,CURRENT,156.22,O0000376
P0000724,C00126,006,Alamance,2026-06-14,ARREARS,125.0,
P0000725,C00126,006,Alamance,2026-07-02,CURRENT,577.82,O0000377
P0000726,C00126,006,Alamance,2026-07-12,ARREARS,50.0,
P0000727,C00126,006,Alamance,2026-08-02,CURRENT,578.01,O0000378
P0000728,C00127,007,Cumberland,2026-06-24,CURRENT,301.35,O0000379
P0000729,C00127,007,Cumberland,2026-06-14,CURRENT,277.67,O0000379
P0000730,C00127,007,Cumberland,2026-07-10,CURRENT,287.88,O0000380
P0000731,C00127,007,Cumberland,2026-07-05,CURRENT,242.56,O0000380
P0000732,C00127,007,Cumberland,2026-08-27,CURRENT,549.87,O0000381
P0000733,C00128,008,Guilford,2026-06-02,CURRENT,386.97,O0000382
P0000734,C00128,008,Guilford,2026-07-07,CURRENT,80.08,O0000383
P0000735,C00128,008,Guilford,2026-07-03,CURRENT,304.48,O0000383
P0000736,C00128,008,Guilford,2026-07-25,CURRENT,23.9,O0000383
P0000737,C00128,008,Guilford,2026-08-16,CURRENT,210.03,O0000384
P0000738,C00128,008,Guilford,2026-08-17,CURRENT,137.22,O0000384
P0000739,C00129,001,Wake,2026-06-23,CURRENT,98.4,O0000385
P0000740,C00129,001,Wake,2026-06-05,CURRENT,130.69,O0000385
P0000741,C00129,001,Wake,2026-06-23,CURRENT,270.2,O0000385
P0000742,C00129,001,Wake,2026-07-26,CURRENT,103.03,O0000386
P0000743,C00129,001,Wake,2026-07-19,CURRENT,400.0,O0000386
P0000744,C00129,001,Wake,2026-07-21,ARREARS,125.0,
P0000745,C00129,001,Wake,2026-08-20,CURRENT,507.85,O0000387
P0000746,C00130,002,Durham,2026-06-07,CURRENT,166.33,O0000388
P0000747,C00130,002,Durham,2026-06-24,CURRENT,101.09,O0000388
P0000748,C00130,002,Durham,2026-06-08,ARREARS,75.0,
P0000749,C00130,002,Durham,2026-07-28,CURRENT,290.26,O0000389
P0000750,C00130,002,Durham,2026-08-06,CURRENT,279.16,O0000390
P0000751,C00130,002,Durham,2026-08-25,CURRENT,20.01,O0000390
P0000752,C00131,003,Orange,2026-06-27,CURRENT,602.15,O0000391
