case_id,report_month,current_due,current_collected
C00274,2026-08-01,700,531.81
C00275,2026-06-01,500,383.06
C00275,2026-07-01,500,383.48
C00275,2026-08-01,500,433.49
C00276,2026-06-01,500,448.65
C00276,2026-07-01,500,475.51
C00276,2026-08-01,500,451.55
C00277,2026-06-01,650,521.53
C00277,2026-07-01,650,483.99
C00277,2026-08-01,650,448.72
C00278,2026-06-01,350,282.67
C00278,2026-07-01,350,276.19
C00278,2026-08-01,350,303.07
C00279,2026-06-01,600,454.19
C00279,2026-07-01,600,456.17
C00279,2026-08-01,600,489.99
C00280,2026-06-01,750,562.95
C00280,2026-07-01,750,594.27
C00280,2026-08-01,750,673.46
C00281,2026-06-01,400,334.07
C00281,2026-07-01,400,319.38
C00281,2026-08-01,400,346.26
C00282,2026-06-01,450,342.02
C00282,2026-07-01,450,351.26
C00282,2026-08-01,450,333.66
C00283,2026-06-01,700,512.42
C00283,2026-07-01,700,567.25
C00283,2026-08-01,700,499.22
C00284,2026-06-01,400,352.38
C00284,2026-07-01,400,372.3
C00284,2026-08-01,400,369.24
C00285,2026-06-01,600,471.74
C00285,2026-07-01,600,432.14
C00285,2026-08-01,600,503.31
C00286,2026-06-01,600,458.18
C00286,2026-07-01,600,467.13
C00286,2026-08-01,600,511.51
C00287,2026-06-01,600,441.63
C00287,2026-07-01,600,455.88
C00287,2026-08-01,600,508.08
C00288,2026-06-01,700,551.93
C00288,2026-07-01,700,616.03
C00288,2026-08-01,700,535.28
C00289,2026-06-01,500,387.81
C00289,2026-07-01,500,387.75
C00289,2026-08-01,500,411.26
C00290,2026-06-01,700,586.55
C00290,2026-07-01,700,537.73
C00290,2026-08-01,700,537.92
C00291,2026-06-01,400,292.37
C00291,2026-07-01,400,317.34
C00291,2026-08-01,400,312.11
C00292,2026-06-01,450,363.04
C00292,2026-07-01,450,400.05
C00292,2026-08-01,450,392.21
C00293,2026-06-01,500,375.32
C00293,2026-07-01,500,362.77
C00293,2026-08-01,500,366.61
C00294,2026-06-01,450,366.97
C00294,2026-07-01,450,340.57
C00294,2026-08-01,450,356.37
C00295,2026-06-01,500,394.2
C00295,2026-07-01,500,389.12
C00295,2026-08-01,500,364.01
C00296,2026-06-01,450,400.16
C00296,2026-07-01,450,355.58
C00296,2026-08-01,450,339.95
C00297,2026-06-01,450,389.35
C00297,2026-07-01,450,386.41
C00297,2026-08-01,450,398.78
C00298,2026-06-01,500,406.16
C00298,2026-07-01,500,422.01
C00298,2026-08-01,500,412.77
C00299,2026-06-01,450,337.53
C00299,2026-07-01,450,353.89
C00299,2026-08-01,450,362.19
C00300,2026-06-01,400,334.05
C00300,2026-07-01,400,336.2
C00300,2026-08-01,400,327.7
C00301,2026-06-01,600,420.2
C00301,2026-07-01,600,475.22
C00301,2026-08-01,600,484.04
C00302,2026-06-01,650,571.28
C00302,2026-07-01,650,567.06
C00302,2026-08-01,650,534.25
C00303,2026-06-01,700,577.26
C00303,2026-07-01,700,554.47
C00303,2026-08-01,700,513.75
C00304,2026-06-01,550,451.51
C00304,2026-07-01,550,472.41
C00304,2026-08-01,550,446.31
C00305,2026-06-01,500,462.37
C00305,2026-07-01,500,426.86
C00305,2026-08-01,500,438.35
C00306,2026-06-01,350,293.62
C00306,2026-07-01,350,279.63
C00306,2026-08-01,350,260.75
C00307,2026-06-01,350,251.83
C00307,2026-07-01,350,265.68
C00307,2026-08-01,350,302.14
C00308,2026-06-01,650,528.28
C00308,2026-07-01,650,603.16
C00308,2026-08-01,650,548.45
C00309,2026-06-01,600,430.24
C00309,2026-07-01,600,452.66
C00309,2026-08-01,600,423.12
C00310,2026-06-01,650,539.95
C00310,2026-07-01,650,502.83
C00310,2026-08-01,650,519.57
C00311,2026-06-01,400,317.43
C00311,2026-07-01,400,332.24
C00311,2026-08-01,400,303.23
C00312,2026-06-01,350,296.84
C00312,2026-07-01,350,269.6
C00312,2026-08-01,350,299.42
C00313,2026-06-01,600,544.3
C00313,2026-07-01,600,496.04
C00313,2026-08-01,600,514.9
C00314,2026-06-01,550,482.3
C00314,2026-07-01,550,468.12
C00314,2026-08-01,550,430.87
C00315,2026-06-01,750,577.59
C00315,2026-07-01,750,633.13
C00315,2026-08-01,750,551.44
C00316,2026-06-01,350,326.8
C00316,2026-07-01,350,319.93
C00316,2026-08-01,350,301.91
C00317,2026-06-01,700,582.22
C00317,2026-07-01,700,476.0
C00317,2026-08-01,700,520.43
C00318,2026-06-01,650,557.19
C00318,2026-07-01,650,506.21
C00318,2026-08-01,650,565.16
C00319,2026-06-01,750,542.4
C00319,2026-07-01,750,553.88
C00319,2026-08-01,750,553.68
C00320,2026-06-01,750,595.78
C00320,2026-07-01,750,572.65
C00320,2026-08-01,750,596.57
C00321,2026-06-01,400,312.7
C00321,2026-07-01,400,326.1
C00321,2026-08-01,400,339.12
C00322,2026-06-01,350,261.46
C00322,2026-07-01,350,289.7
C00322,2026-08-01,350,312.35
C00323,2026-06-01,600,496.35
C00323,2026-07-01,600,511.61
C00323,2026-08-01,600,475.45
C00324,2026-06-01,600,559.65
C00324,2026-07-01,600,525.28
C00324,2026-08-01,600,546.07
C00325,2026-06-01,600,462.74
C00325,2026-07-01,600,416.48
C00325,2026-08-01,600,499.09
C00326,2026-06-01,650,566.76
C00326,2026-07-01,650,528.25
C00326,2026-08-01,650,540.93
C00327,2026-06-01,450,356.38
C00327,2026-07-01,450,382.71
C00327,2026-08-01,450,331.94
C00328,2026-06-01,550,434.89
C00328,2026-07-01,550,413.96
C00328,2026-08-01,550,433.98
C00329,2026-06-01,350,271.18
C00329,2026-07-01,350,317.35
C00329,2026-08-01,350,292.06
C00330,2026-06-01,600,444.66
C00330,2026-07-01,600,529.17
C00330,2026-08-01,600,498.54
C00331,2026-06-01,400,336.47
C00331,2026-07-01,400,341.14
C00331,2026-08-01,400,297.55
C00332,2026-06-01,350,323.03
C00332,2026-07-01,350,295.88
C00332,2026-08-01,350,294.39
C00333,2026-06-01,350,239.81
C00333,2026-07-01,350,289.59
C00333,2026-08-01,350,276.45
C00334,2026-06-01,650,505.35
C00334,2026-07-01,650,531.56
C00334,2026-08-01,650,479.22
C00335,2026-06-01,350,298.3
C00335,2026-07-01,350,252.84
C00335,2026-08-01,350,268.88
C00336,2026-06-01,400,334.17
C00336,2026-07-01,400,305.01
C00336,2026-08-01,400,361.61
C00337,2026-06-01,700,569.76
C00337,2026-07-01,700,633.35
C00337,2026-08-01,700,603.95
C00338,2026-06-01,450,337.77
C00338,2026-07-01,450,360.41
C00338,2026-08-01,450,353.0
C00339,2026-06-01,750,553.66
C00339,2026-07-01,750,564.64
C00339,2026-08-01,750,621.22
C00340,2026-06-01,350,301.82
C00340,2026-07-01,350,298.98
C00340,2026-08-01,350,286.7
C00341,2026-06-01,400,298.24
C00341,2026-07-01,400,304.53
C00341,2026-08-01,400,299.81
C00342,2026-06-01,650,501.46
C00342,2026-07-01,650,516.44
C00342,2026-08-01,650,545.17
C00343,2026-06-01,750,636.19
C00343,2026-07-01,750,535.49
C00343,2026-08-01,750,641.21
C00344,2026-06-01,350,311.66
C00344,2026-07-01,350,274.86
C00344,2026-08-01,350,310.02
C00345,2026-06-01,600,501.93
C00345,2026-07-01,600,496.28
C00345,2026-08-01,600,468.66
C00346,2026-06-01,400,337.77
C00346,2026-07-01,400,305.67
C00346,2026-08-01,400,309.79
C00347,2026-06-01,400,309.7
C00347,2026-07-01,400,287.72
C00347,2026-08-01,400,310.24
C00348,2026-06-01,750,642.55
C00348,2026-07-01,750,712.29
C00348,2026-08-01,750,702.51
C00349,2026-06-01,650,472.44
C00349,2026-07-01,650,466.31
C00349,2026-08-01,650,457.61
C00350,2026-06-01,400,292.15
C00350,2026-07-01,400,316.44
C00350,2026-08-01,400,328.55
C00351,2026-06-01,450,324.15
C00351,2026-07-01,450,336.18
C00351,2026-08-01,450,365.25
C00352,2026-06-01,750,665.64
C00352,2026-07-01,750,617.28
C00352,2026-08-01,750,569.6
C00353,2026-06-01,500,458.51
C00353,2026-07-01,500,409.91
C00353,2026-08-01,500,404.93
C00354,2026-06-01,600,453.35
C00354,2026-07-01,600,527.44
C00354,2026-08-01,600,500.25
C00355,2026-06-01,700,561.87
C00355,2026-07-01,700,567.73
C00355,2026-08-01,700,593.43
C00356,2026-06-01,650,591.76
C00356,2026-07-01,650,527.95
C00356,2026-08-01,650,573.3
C00357,2026-06-01,700,485.66
C00357,2026-07-01,700,546.19
C00357,2026-08-01,700,584.77
C00358,2026-06-01,600,531.1
C00358,2026-07-01,600,458.58
C00358,2026-08-01,600,517.65
C00359,2026-06-01,750,604.56
C00359,2026-07-01,750,543.01
C00359,2026-08-01,750,612.73
C00360,2026-06-01,350,314.97
C00360,2026-07-01,350,270.12
C00360,2026-08-01,350,271.5
