obligation_id,case_id,obligation_month,obligation_type,amount_due
O0000582,C00194,2026-08-01,CURRENT,450
O0000583,C00195,2026-06-01,CURRENT,750
O0000584,C00195,2026-07-01,CURRENT,750
O0000585,C00195,2026-08-01,CURRENT,750
O0000586,C00196,2026-06-01,CURRENT,700
O0000587,C00196,2026-07-01,CURRENT,700
O0000588,C00196,2026-08-01,CURRENT,700
O0000589,C00197,2026-06-01,CURRENT,500
O0000590,C00197,2026-07-01,CURRENT,500
O0000591,C00197,2026-08-01,CURRENT,500
O0000592,C00198,2026-06-01,CURRENT,500
O0000593,C00198,2026-07-01,CURRENT,500
O0000594,C00198,2026-08-01,CURRENT,500
O0000595,C00199,2026-06-01,CURRENT,600
O0000596,C00199,2026-07-01,CURRENT,600
O0000597,C00199,2026-08-01,CURRENT,600
O0000598,C00200,2026-06-01,CURRENT,700
O0000599,C00200,2026-07-01,CURRENT,700
O0000600,C00200,2026-08-01,CURRENT,700
O0000601,C00201,2026-06-01,CURRENT,600
O0000602,C00201,2026-07-01,CURRENT,600
O0000603,C00201,2026-08-01,CURRENT,600
O0000604,C00202,2026-06-01,CURRENT,600
O0000605,C00202,2026-07-01,CURRENT,600
O0000606,C00202,2026-08-01,CURRENT,600
O0000607,C00203,2026-06-01,CURRENT,450
O0000608,C00203,2026-07-01,CURRENT,450
O0000609,C00203,2026-08-01,CURRENT,450
O0000610,C00204,2026-06-01,CURRENT,400
O0000611,C00204,2026-07-01,CURRENT,400
O0000612,C00204,2026-08-01,CURRENT,400
O0000613,C00205,2026-06-01,CURRENT,550
O0000614,C00205,2026-07-01,CURRENT,550
O0000615,C00205,2026-08-01,CURRENT,550
O0000616,C00206,2026-06-01,CURRENT,400
O0000617,C00206,2026-07-01,CURRENT,400
O0000618,C00206,2026-08-01,CURRENT,400
O0000619,C00207,2026-06-01,CURRENT,450
O0000620,C00207,2026-07-01,CURRENT,450
O0000621,C00207,2026-08-01,CURRENT,450
O0000622,C00208,2026-06-01,CURRENT,400
O0000623,C00208,2026-07-01,CURRENT,400
O0000624,C00208,2026-08-01,CURRENT,400
O0000625,C00209,2026-06-01,CURRENT,650
O0000626,C00209,2026-07-01,CURRENT,650
O0000627,C00209,2026-08-01,CURRENT,650
O0000628,C00210,2026-06-01,CURRENT,450
O0000629,C00210,2026-07-01,CURRENT,450
O0000630,C00210,2026-08-01,CURRENT,450
O0000631,C00211,2026-06-01,CURRENT,500
O0000632,C00211,2026-07-01,CURRENT,500
O0000633,C00211,2026-08-01,CURRENT,500
O0000634,C00212,2026-06-01,CURRENT,650
O0000635,C00212,2026-07-01,CURRENT,650
O0000636,C00212,2026-08-01,CURRENT,650
O0000637,C00213,2026-06-01,CURRENT,600
O0000638,C00213,2026-07-01,CURRENT,600
O0000639,C00213,2026-08-01,CURRENT,600
O0000640,C00214,2026-06-01,CURRENT,400
O0000641,C00214,2026-07-01,CURRENT,400
O0000642,C00214,2026-08-01,CURRENT,400
O0000643,C00215,2026-06-01,CURRENT,600
O0000644,C00215,2026-07-01,CURRENT,600
O0000645,C00215,2026-08-01,CURRENT,600
O0000646,C00216,2026-06-01,CURRENT,700
O0000647,C00216,2026-07-01,CURRENT,700
O0000648,C00216,2026-08-01,CURRENT,700
O0000649,C00217,2026-06-01,CURRENT,750
O0000650,C00217,2026-07-01,CURRENT,750
O0000651,C00217,2026-08-01,CURRENT,750
O0000652,C00218,2026-06-01,CURRENT,650
O0000653,C00218,2026-07-01,CURRENT,650
O0000654,C00218,2026-08-01,CURRENT,650
O0000655,C00219,2026-06-01,CURRENT,400
O0000656,C00219,2026-07-01,CURRENT,400
O0000657,C00219,2026-08-01,CURRENT,400
O0000658,C00220,2026-06-01,CURRENT,700
O0000659,C00220,2026-07-01,CURRENT,700
O0000660,C00220,2026-08-01,CURRENT,700
O0000661,C00221,2026-06-01,CURRENT,500
O0000662,C00221,2026-07-01,CURRENT,500
O0000663,C00221,2026-08-01,CURRENT,500
O0000664,C00222,2026-06-01,CURRENT,600
O0000665,C00222,2026-07-01,CURRENT,600
O0000666,C00222,2026-08-01,CURRENT,600
O0000667,C00223,2026-06-01,CURRENT,750
O0000668,C00223,2026-07-01,CURRENT,750
O0000669,C00223,2026-08-01,CURRENT,750
O0000670,C00224,2026-06-01,CURRENT,750
O0000671,C00224,2026-07-01,CURRENT,750
O0000672,C00224,2026-08-01,CURRENT,750
O0000673,C00225,2026-06-01,CURRENT,750
O0000674,C00225,2026-07-01,CURRENT,750
O0000675,C00225,2026-08-01,CURRENT,750
O0000676,C00226,2026-06-01,CURRENT,450
O0000677,C00226,2026-07-01,CURRENT,450
O0000678,C00226,2026-08-01,CURRENT,450
O0000679,C00227,2026-06-01,CURRENT,600
O0000680,C00227,2026-07-01,CURRENT,600
O0000681,C00227,2026-08-01,CURRENT,600
O0000682,C00228,2026-06-01,CURRENT,450
O0000683,C00228,2026-07-01,CURRENT,450
O0000684,C00228,2026-08-01,CURRENT,450
O0000685,C00229,2026-06-01,CURRENT,650
O0000686,C00229,2026-07-01,CURRENT,650
O0000687,C00229,2026-08-01,CURRENT,650
O0000688,C00230,2026-06-01,CURRENT,550
O0000689,C00230,2026-07-01,CURRENT,550
O0000690,C00230,2026-08-01,CURRENT,550
O0000691,C00231,2026-06-01,CURRENT,400
O0000692,C00231,2026-07-01,CURRENT,400
O0000693,C00231,2026-08-01,CURRENT,400
O0000694,C00232,2026-06-01,CURRENT,600
O0000695,C00232,2026-07-01,CURRENT,600
O0000696,C00232,2026-08-01,CURRENT,600
O0000697,C00233,2026-06-01,CURRENT,400
O0000698,C00233,2026-07-01,CURRENT,400
O0000699,C00233,2026-08-01,CURRENT,400
O0000700,C00234,2026-06-01,CURRENT,650
O0000701,C00234,2026-07-01,CURRENT,650
O0000702,C00234,2026-08-01,CURRENT,650
O0000703,C00235,2026-06-01,CURRENT,550
O0000704,C00235,2026-07-01,CURRENT,550
O0000705,C00235,2026-08-01,CURRENT,550
O0000706,C00236,2026-06-01,CURRENT,750
O0000707,C00236,2026-07-01,CURRENT,750
O0000708,C00236,2026-08-01,CURRENT,750
O0000709,C00237,2026-06-01,CURRENT,400
O0000710,C00237,2026-07-01,CURRENT,400
O0000711,C00237,2026-08-01,CURRENT,400
O0000712,C00238,2026-06-01,CURRENT,550
O0000713,C00238,2026-07-01,CURRENT,550
O0000714,C00238,2026-08-01,CURRENT,550
O0000715,C00239,2026-06-01,CURRENT,700
O0000716,C00239,2026-07-01,CURRENT,700
O0000717,C00239,2026-08-01,CURRENT,700
O0000718,C00240,2026-06-01,CURRENT,700
O0000719,C00240,2026-07-01,CURRENT,700
O0000720,C00240,2026-08-01,CURRENT,700
O0000721,C00241,2026-06-01,CURRENT,600
O0000722,C00241,2026-07-01,CURRENT,600
O0000723,C00241,2026-08-01,CURRENT,600
O0000724,C00242,2026-06-01,CURRENT,550
O0000725,C00242,2026-07-01,CURRENT,550
O0000726,C00242,2026-08-01,CURRENT,550
O0000727,C00243,2026-06-01,CURRENT,600
O0000728,C00243,2026-07-01,CURRENT,600
O0000729,C00243,2026-08-01,CURRENT,600
O0000730,C00244,2026-06-01,CURRENT,650
O0000731,C00244,2026-07-01,CURRENT,650
O0000732,C00244,2026-08-01,CURRENT,650
O0000733,C00245,2026-06-01,CURRENT,350
O0000734,C00245,2026-07-01,CURRENT,350
O0000735,C00245,2026-08-01,CURRENT,350
O0000736,C00246,2026-06-01,CURRENT,500
O0000737,C00246,2026-07-01,CURRENT,500
O0000738,C00246,2026-08-01,CURRENT,500
O0000739,C00247,2026-06-01,CURRENT,700
O0000740,C00247,2026-07-01,CURRENT,700
O0000741,C00247,2026-08-01,CURRENT,700
O0000742,C00248,2026-06-01,CURRENT,550
O0000743,C00248,2026-07-01,CURRENT,550
O0000744,C00248,2026-08-01,CURRENT,550
O0000745,C00249,2026-06-01,CURRENT,550
O0000746,C00249,2026-07-01,CURRENT,550
O0000747,C00249,2026-08-01,CURRENT,550
O0000748,C00250,2026-06-01,CURRENT,600
O0000749,C00250,2026-07-01,CURRENT,600
O0000750,C00250,2026-08-01,CURRENT,600
O0000751,C00251,2026-06-01,CURRENT,350
O0000752,C00251,2026-07-01,CURRENT,350
O0000753,C00251,2026-08-01,CURRENT,350
O0000754,C00252,2026-06-01,CURRENT,400
O0000755,C00252,2026-07-01,CURRENT,400
O0000756,C00252,2026-08-01,CURRENT,400
O0000757,C00253,2026-06-01,CURRENT,600
O0000758,C00253,2026-07-01,CURRENT,600
O0000759,C00253,2026-08-01,CURRENT,600
O0000760,C00254,2026-06-01,CURRENT,750
O0000761,C00254,2026-07-01,CURRENT,750
O0000762,C00254,2026-08-01,CURRENT,750
O0000763,C00255,2026-06-01,CURRENT,400
O0000764,C00255,2026-07-01,CURRENT,400
O0000765,C00255,2026-08-01,CURRENT,400
O0000766,C00256,2026-06-01,CURRENT,450
O0000767,C00256,2026-07-01,CURRENT,450
O0000768,C00256,2026-08-01,CURRENT,450
O0000769,C00257,2026-06-01,CURRENT,350
O0000770,C00257,2026-07-01,CURRENT,350
O0000771,C00257,2026-08-01,CURRENT,350
O0000772,C00258,2026-06-01,CURRENT,700
O0000773,C00258,2026-07-01,CURRENT,700
O0000774,C00258,2026-08-01,CURRENT,700
O0000775,C00259,2026-06-01,CURRENT,450
O0000776,C00259,2026-07-01,CURRENT,450
O0000777,C00259,2026-08-01,CURRENT,450
O0000778,C00260,2026-06-01,CURRENT,550
O0000779,C00260,2026-07-01,CURRENT,550
O0000780,C00260,2026-08-01,CURRENT,550
O0000781,C00261,2026-06-01,CURRENT,650
O0000782,C00261,2026-07-01,CURRENT,650
O0000783,C00261,2026-08-01,CURRENT,650
O0000784,C00262,2026-06-01,CURRENT,600
O0000785,C00262,2026-07-01,CURRENT,600
O0000786,C00262,2026-08-01,CURRENT,600
O0000787,C00263,2026-06-01,CURRENT,700
O0000788,C00263,2026-07-01,CURRENT,700
O0000789,C00263,2026-08-01,CURRENT,700
O0000790,C00264,2026-06-01,CURRENT,600
O0000791,C00264,2026-07-01,CURRENT,600
O0000792,C00264,2026-08-01,CURRENT,600
O0000793,C00265,2026-06-01,CURRENT,350
O0000794,C00265,2026-07-01,CURRENT,350
O0000795,C00265,2026-08-01,CURRENT,350
O0000796,C00266,2026-06-01,CURRENT,700
O0000797,C00266,2026-07-01,CURRENT,700
O0000798,C00266,2026-08-01,CURRENT,700
O0000799,C00267,2026-06-01,CURRENT,550
O0000800,C00267,2026-07-01,CURRENT,550
O0000801,C00267,2026-08-01,CURRENT,550
O0000802,C00268,2026-06-01,CURRENT,700
O0000803,C00268,2026-07-01,CURRENT,700
O0000804,C00268,2026-08-01,CURRENT,700
O0000805,C00269,2026-06-01,CURRENT,400
O0000806,C00269,2026-07-01,CURRENT,400
O0000807,C00269,2026-08-01,CURRENT,400
O0000808,C00270,2026-06-01,CURRENT,500
O0000809,C00270,2026-07-01,CURRENT,500
O0000810,C00270,2026-08-01,CURRENT,500
O0000811,C00271,2026-06-01,CURRENT,450
O0000812,C00271,2026-07-01,CURRENT,450
O0000813,C00271,2026-08-01,CURRENT,450
O0000814,C00272,2026-06-01,CURRENT,500
O0000815,C00272,2026-07-01,CURRENT,500
O0000816,C00272,2026-08-01,CURRENT,500
O0000817,C00273,2026-06-01,CURRENT,750
O0000818,C00273,2026-07-01,CURRENT,750
O0000819,C00273,2026-08-01,CURRENT,750
O0000820,C00274,2026-06-01,CURRENT,700
O0000821,C00274,2026-07-01,CURRENT,700
O0000822,C00274,2026-08-01,CURRENT,700
O0000823,C00275,2026-06-01,CURRENT,500
O0000824,C00275,2026-07-01,CURRENT,500
O0000825,C00275,2026-08-01,CURRENT,500
O0000826,C00276,2026-06-01,CURRENT,500
O0000827,C00276,2026-07-01,CURRENT,500
O0000828,C00276,2026-08-01,CURRENT,500
O0000829,C00277,2026-06-01,CURRENT,650
O0000830,C00277,2026-07-01,CURRENT,650
O0000831,C00277,2026-08-01,CURRENT,650
O0000832,C00278,2026-06-01,CURRENT,350
O0000833,C00278,2026-07-01,CURRENT,350
O0000834,C00278,2026-08-01,CURRENT,350
O0000835,C00279,2026-06-01,CURRENT,600
O0000836,C00279,2026-07-01,CURRENT,600
O0000837,C00279,2026-08-01,CURRENT,600
O0000838,C00280,2026-06-01,CURRENT,750
O0000839,C00280,2026-07-01,CURRENT,750
O0000840,C00280,2026-08-01,CURRENT,750
O0000841,C00281,2026-06-01,CURRENT,400
O0000842,C00281,2026-07-01,CURRENT,400
O0000843,C00281,2026-08-01,CURRENT,400
O0000844,C00282,2026-06-01,CURRENT,450
O0000845,C00282,2026-07-01,CURRENT,450
O0000846,C00282,2026-08-01,CURRENT,450
O0000847,C00283,2026-06-01,CURRENT,700
O0000848,C00283,2026-07-01,CURRENT,700
O0000849,C00283,2026-08-01,CURRENT,700
O0000850,C00284,2026-06-01,CURRENT,400
O0000851,C00284,2026-07-01,CURRENT,400
O0000852,C00284,2026-08-01,CURRENT,400
O0000853,C00285,2026-06-01,CURRENT,600
O0000854,C00285,2026-07-01,CURRENT,600
O0000855,C00285,2026-08-01,CURRENT,600
O0000856,C00286,2026-06-01,CURRENT,600
O0000857,C00286,2026-07-01,CURRENT,600
O0000858,C00286,2026-08-01,CURRENT,600
O0000859,C00287,2026-06-01,CURRENT,600
O0000860,C00287,2026-07-01,CURRENT,600
O0000861,C00287,2026-08-01,CURRENT,600
O0000862,C00288,2026-06-01,CURRENT,700
O0000863,C00288,2026-07-01,CURRENT,700
O0000864,C00288,2026-08-01,CURRENT,700
O0000865,C00289,2026-06-01,CURRENT,500
O0000866,C00289,2026-07-01,CURRENT,500
O0000867,C00289,2026-08-01,CURRENT,500
O0000868,C00290,2026-06-01,CURRENT,700
O0000869,C00290,2026-07-01,CURRENT,700
O0000870,C00290,2026-08-01,CURRENT,700
O0000871,C00291,2026-06-01,CURRENT,400
O0000872,C00291,2026-07-01,CURRENT,400
O0000873,C00291,2026-08-01,CURRENT,400
O0000874,C00292,2026-06-01,CURRENT,450
O0000875,C00292,2026-07-01,CURRENT,450
O0000876,C00292,2026-08-01,CURRENT,450
O0000877,C00293,2026-06-01,CURRENT,500
O0000878,C00293,2026-07-01,CURRENT,500
O0000879,C00293,2026-08-01,CURRENT,500
O0000880,C00294,2026-06-01,CURRENT,450
O0000881,C00294,2026-07-01,CURRENT,450
O0000882,C00294,2026-08-01,CURRENT,450
O0000883,C00295,2026-06-01,CURRENT,500
O0000884,C00295,2026-07-01,CURRENT,500
O0000885,C00295,2026-08-01,CURRENT,500
O0000886,C00296,2026-06-01,CURRENT,450
O0000887,C00296,2026-07-01,CURRENT,450
O0000888,C00296,2026-08-01,CURRENT,450
O0000889,C00297,2026-06-01,CURRENT,450
O0000890,C00297,2026-07-01,CURRENT,450
O0000891,C00297,2026-08-01,CURRENT,450
O0000892,C00298,2026-06-01,CURRENT,500
O0000893,C00298,2026-07-01,CURRENT,500
O0000894,C00298,2026-08-01,CURRENT,500
O0000895,C00299,2026-06-01,CURRENT,450
O0000896,C00299,2026-07-01,CURRENT,450
O0000897,C00299,2026-08-01,CURRENT,450
O0000898,C00300,2026-06-01,CURRENT,400
O0000899,C00300,2026-07-01,CURRENT,400
O0000900,C00300,2026-08-01,CURRENT,400
O0000901,C00301,2026-06-01,CURRENT,600
O0000902,C00301,2026-07-01,CURRENT,600
O0000903,C00301,2026-08-01,CURRENT,600
O0000904,C00302,2026-06-01,CURRENT,650
O0000905,C00302,2026-07-01,CURRENT,650
O0000906,C00302,2026-08-01,CURRENT,650
O0000907,C00303,2026-06-01,CURRENT,700
O0000908,C00303,2026-07-01,CURRENT,700
O0000909,C00303,2026-08-01,CURRENT,700
O0000910,C00304,2026-06-01,CURRENT,550
O0000911,C00304,2026-07-01,CURRENT,550
O0000912,C00304,2026-08-01,CURRENT,550
O0000913,C00305,2026-06-01,CURRENT,500
O0000914,C00305,2026-07-01,CURRENT,500
O0000915,C00305,2026-08-01,CURRENT,500
O0000916,C00306,2026-06-01,CURRENT,350
O0000917,C00306,2026-07-01,CURRENT,350
O0000918,C00306,2026-08-01,CURRENT,350
O0000919,C00307,2026-06-01,CURRENT,350
O0000920,C00307,2026-07-01,CURRENT,350
O0000921,C00307,2026-08-01,CURRENT,350
O0000922,C00308,2026-06-01,CURRENT,650
O0000923,C00308,2026-07-01,CURRENT,650
O0000924,C00308,2026-08-01,CURRENT,650
O0000925,C00309,2026-06-01,CURRENT,600
O0000926,C00309,2026-07-01,CURRENT,600
O0000927,C00309,2026-08-01,CURRENT,600
O0000928,C00310,2026-06-01,CURRENT,650
O0000929,C00310,2026-07-01,CURRENT,650
O0000930,C00310,2026-08-01,CURRENT,650
O0000931,C00311,2026-06-01,CURRENT,400
O0000932,C00311,2026-07-01,CURRENT,400
O0000933,C00311,2026-08-01,CURRENT,400
O0000934,C00312,2026-06-01,CURRENT,350
O0000935,C00312,2026-07-01,CURRENT,350
O0000936,C00312,2026-08-01,CURRENT,350
O0000937,C00313,2026-06-01,CURRENT,600
O0000938,C00313,2026-07-01,CURRENT,600
O0000939,C00313,2026-08-01,CURRENT,600
O0000940,C00314,2026-06-01,CURRENT,550
O0000941,C00314,2026-07-01,CURRENT,550
O0000942,C00314,2026-08-01,CURRENT,550
O0000943,C00315,2026-06-01,CURRENT,750
O0000944,C00315,2026-07-01,CURRENT,750
O0000945,C00315,2026-08-01,CURRENT,750
O0000946,C00316,2026-06-01,CURRENT,350
O0000947,C00316,2026-07-01,CURRENT,350
O0000948,C00316,2026-08-01,CURRENT,350
O0000949,C00317,2026-06-01,CURRENT,700
O0000950,C00317,2026-07-01,CURRENT,700
O0000951,C00317,2026-08-01,CURRENT,700
O0000952,C00318,2026-06-01,CURRENT,650
O0000953,C00318,2026-07-01,CURRENT,650
O0000954,C00318,2026-08-01,CURRENT,650
O0000955,C00319,2026-06-01,CURRENT,750
O0000956,C00319,2026-07-01,CURRENT,750
O0000957,C00319,2026-08-01,CURRENT,750
O0000958,C00320,2026-06-01,CURRENT,750
O0000959,C00320,2026-07-01,CURRENT,750
O0000960,C00320,2026-08-01,CURRENT,750
O0000961,C00321,2026-06-01,CURRENT,400
O0000962,C00321,2026-07-01,CURRENT,400
O0000963,C00321,2026-08-01,CURRENT,400
O0000964,C00322,2026-06-01,CURRENT,350
O0000965,C00322,2026-07-01,CURRENT,350
O0000966,C00322,2026-08-01,CURRENT,350
O0000967,C00323,2026-06-01,CURRENT,600
O0000968,C00323,2026-07-01,CURRENT,600
O0000969,C00323,2026-08-01,CURRENT,600
O0000970,C00324,2026-06-01,CURRENT,600
O0000971,C00324,2026-07-01,CURRENT,600
O0000972,C00324,2026-08-01,CURRENT,600
O0000973,C00325,2026-06-01,CURRENT,600
O0000974,C00325,2026-07-01,CURRENT,600
O0000975,C00325,2026-08-01,CURRENT,600
O0000976,C00326,2026-06-01,CURRENT,650
O0000977,C00326,2026-07-01,CURRENT,650
O0000978,C00326,2026-08-01,CURRENT,650
O0000979,C00327,2026-06-01,CURRENT,450
O0000980,C00327,2026-07-01,CURRENT,450
O0000981,C00327,2026-08-01,CURRENT,450
O0000982,C00328,2026-06-01,CURRENT,550
O0000983,C00328,2026-07-01,CURRENT,550
O0000984,C00328,2026-08-01,CURRENT,550
O0000985,C00329,2026-06-01,CURRENT,350
O0000986,C00329,2026-07-01,CURRENT,350
O0000987,C00329,2026-08-01,CURRENT,350
O0000988,C00330,2026-06-01,CURRENT,600
O0000989,C00330,2026-07-01,CURRENT,600
O0000990,C00330,2026-08-01,CURRENT,600
O0000991,C00331,2026-06-01,CURRENT,400
O0000992,C00331,2026-07-01,CURRENT,400
O0000993,C00331,2026-08-01,CURRENT,400
O0000994,C00332,2026-06-01,CURRENT,350
O0000995,C00332,2026-07-01,CURRENT,350
O0000996,C00332,2026-08-01,CURRENT,350
O0000997,C00333,2026-06-01,CURRENT,350
O0000998,C00333,2026-07-01,CURRENT,350
O0000999,C00333,2026-08-01,CURRENT,350
O0001000,C00334,2026-06-01,CURRENT,650
O0001001,C00334,2026-07-01,CURRENT,650
O0001002,C00334,2026-08-01,CURRENT,650
O0001003,C00335,2026-06-01,CURRENT,350
O0001004,C00335,2026-07-01,CURRENT,350
O0001005,C00335,2026-08-01,CURRENT,350
O0001006,C00336,2026-06-01,CURRENT,400
O0001007,C00336,2026-07-01,CURRENT,400
O0001008,C00336,2026-08-01,CURRENT,400
O0001009,C00337,2026-06-01,CURRENT,700
O0001010,C00337,2026-07-01,CURRENT,700
O0001011,C00337,2026-08-01,CURRENT,700
O0001012,C00338,2026-06-01,CURRENT,450
O0001013,C00338,2026-07-01,CURRENT,450
O0001014,C00338,2026-08-01,CURRENT,450
O0001015,C00339,2026-06-01,CURRENT,750
O0001016,C00339,2026-07-01,CURRENT,750
O0001017,C00339,2026-08-01,CURRENT,750
O0001018,C00340,2026-06-01,CURRENT,350
O0001019,C00340,2026-07-01,CURRENT,350
O0001020,C00340,2026-08-01,CURRENT,350
O0001021,C00341,2026-06-01,CURRENT,400
O0001022,C00341,2026-07-01,CURRENT,400
O0001023,C00341,2026-08-01,CURRENT,400
O0001024,C00342,2026-06-01,CURRENT,650
O0001025,C00342,2026-07-01,CURRENT,650
O0001026,C00342,2026-08-01,CURRENT,650
O0001027,C00343,2026-06-01,CURRENT,750
O0001028,C00343,2026-07-01,CURRENT,750
O0001029,C00343,2026-08-01,CURRENT,750
O0001030,C00344,2026-06-01,CURRENT,350
O0001031,C00344,2026-07-01,CURRENT,350
O0001032,C00344,2026-08-01,CURRENT,350
O0001033,C00345,2026-06-01,CURRENT,600
O0001034,C00345,2026-07-01,CURRENT,600
O0001035,C00345,2026-08-01,CURRENT,600
O0001036,C00346,2026-06-01,CURRENT,400
O0001037,C00346,2026-07-01,CURRENT,400
O0001038,C00346,2026-08-01,CURRENT,400
O0001039,C00347,2026-06-01,CURRENT,400
O0001040,C00347,2026-07-01,CURRENT,400
O0001041,C00347,2026-08-01,CURRENT,400
O0001042,C00348,2026-06-01,CURRENT,750
O0001043,C00348,2026-07-01,CURRENT,750
O0001044,C00348,2026-08-01,CURRENT,750
O0001045,C00349,2026-06-01,CURRENT,650
O0001046,C00349,2026-07-01,CURRENT,650
O0001047,C00349,2026-08-01,CURRENT,650
O0001048,C00350,2026-06-01,CURRENT,400
O0001049,C00350,2026-07-01,CURRENT,400
O0001050,C00350,2026-08-01,CURRENT,400
O0001051,C00351,2026-06-01,CURRENT,450
O0001052,C00351,2026-07-01,CURRENT,450
O0001053,C00351,2026-08-01,CURRENT,450
O0001054,C00352,2026-06-01,CURRENT,750
O0001055,C00352,2026-07-01,CURRENT,750
O0001056,C00352,2026-08-01,CURRENT,750
O0001057,C00353,2026-06-01,CURRENT,500
O0001058,C00353,2026-07-01,CURRENT,500
O0001059,C00353,2026-08-01,CURRENT,500
O0001060,C00354,2026-06-01,CURRENT,600
O0001061,C00354,2026-07-01,CURRENT,600
O0001062,C00354,2026-08-01,CURRENT,600
O0001063,C00355,2026-06-01,CURRENT,700
O0001064,C00355,2026-07-01,CURRENT,700
O0001065,C00355,2026-08-01,CURRENT,700
O0001066,C00356,2026-06-01,CURRENT,650
O0001067,C00356,2026-07-01,CURRENT,650
O0001068,C00356,2026-08-01,CURRENT,650
O0001069,C00357,2026-06-01,CURRENT,700
O0001070,C00357,2026-07-01,CURRENT,700
O0001071,C00357,2026-08-01,CURRENT,700
O0001072,C00358,2026-06-01,CURRENT,600
O0001073,C00358,2026-07-01,CURRENT,600
O0001074,C00358,2026-08-01,CURRENT,600
O0001075,C00359,2026-06-01,CURRENT,750
O0001076,C00359,2026-07-01,CURRENT,750
O0001077,C00359,2026-08-01,CURRENT,750
O0001078,C00360,2026-06-01,CURRENT,350
O0001079,C00360,2026-07-01,CURRENT,350
O0001080,C00360,2026-08-01,CURRENT,350
